Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF13609,Gujarat,Ludhiana,Wheat,Rabi,5.57,1046.8,23.4,50.6,8.5,5.84,21.5,131.9,72.1,137.8,Flood,75.4,5.61,0.74,1.01,5.63,23064,286155,129850,-156305,3793,1.484,60.5
SF13610,Karnataka,Indore,Pulses,Rabi,12.48,512.8,22.8,53.6,7.2,6.51,25.1,110.1,70.3,111.6,Drip,200.1,4.48,0.74,1.24,15.48,73482,872263,1137501,265238,4793,3.23,44.5
SF13611,Karnataka,Ludhiana,Maize,Rabi,12.67,468.8,24.3,51.9,6.2,7.49,22.0,105.2,59.8,105.3,Sprinkler,151.5,2.77,0.81,1.64,20.78,18763,641815,389895,-251920,8035,2.586,52.2
SF13612,Karnataka,Rajkot,Cotton,Rabi,14.41,519.2,25.1,40.5,8.7,6.28,28.7,126.7,40.9,100.0,Rainfed,256.9,4.19,0.96,0.98,14.12,62305,999668,879747,-119921,5368,2.63,35.2
SF13613,Karnataka,Warangal,Rice,Kharif,10.66,1013.7,23.5,82.4,6.9,6.9,35.2,78.7,54.1,126.6,Drip,250.3,6.28,0.69,3.79,40.4,21488,732865,868115,135250,14066,2.872,45.6
SF13614,Madhya Pradesh,Krishna,Maize,Zaid,11.61,172.8,29.7,58.3,8.3,7.21,18.0,135.0,71.7,100.0,Rainfed,141.5,4.55,0.86,1.55,18.0,18604,735965,334872,-401093,4025,4.472,47.5
SF13615,Punjab,Ludhiana,Groundnut,Rabi,3.38,354.4,22.3,78.8,5.5,6.79,31.5,132.0,62.9,50.2,Flood,109.6,0.64,0.78,1.37,4.63,53498,157237,247696,90459,2317,1.998,57.8
SF13616,Telangana,Rajkot,Chilli,Rabi,2.95,577.3,21.2,54.8,7.6,7.14,24.7,179.2,63.8,59.9,Rainfed,176.8,5.88,0.74,1.62,4.78,128978,181463,616515,435052,862,5.545,38.8
SF13617,Madhya Pradesh,Raichur,Chilli,Kharif,3.91,826.6,34.0,81.9,6.7,7.24,33.4,122.5,71.2,122.4,Drip,123.4,2.84,0.94,1.6,6.26,105826,192748,662471,469723,2047,3.058,63.0
SF13618,Andhra Pradesh,Ludhiana,Wheat,Rabi,7.87,442.4,21.3,64.4,7.6,6.44,26.3,86.0,53.4,76.6,Rainfed,278.8,7.62,0.91,2.31,18.18,20456,557349,371890,-185459,2322,7.829,24.6
SF13619,Tamil Nadu,Ludhiana,Maize,Kharif,14.68,939.6,30.2,63.7,4.8,6.53,32.7,107.3,35.4,104.2,Rainfed,233.3,2.44,0.95,3.03,44.48,17696,971729,787118,-184611,5014,8.871,69.1
SF13620,Madhya Pradesh,Erode,Cotton,Rabi,13.21,260.2,20.6,59.3,9.0,8.1,26.7,109.6,82.1,96.6,Flood,206.6,5.39,0.92,0.3,3.96,71775,909275,284229,-625046,11326,0.35,32.5
SF13621,Karnataka,Raichur,Chilli,Zaid,7.02,122.5,34.7,59.9,8.9,7.5,16.3,126.1,43.7,105.0,Flood,158.5,6.68,1.0,0.56,3.93,111575,374980,438490,63510,5660,0.694,47.7
SF13622,Telangana,Nalgonda,Pulses,Rabi,13.8,574.5,24.8,46.9,8.3,6.74,17.2,123.7,63.1,105.0,Drip,219.7,6.95,0.89,1.8,24.84,76600,827571,1902744,1075173,5221,4.758,28.2
SF13623,Telangana,Nashik,Sugarcane,Kharif,6.64,879.1,30.8,81.0,7.3,6.28,42.6,185.6,88.9,102.3,Flood,55.0,5.04,0.89,61.72,409.82,3723,525034,1525760,1000726,13830,29.633,57.3
SF13624,Telangana,Nalgonda,Maize,Rabi,9.46,565.8,19.8,49.2,9.5,6.19,27.8,113.8,39.0,78.6,Flood,204.3,3.53,0.95,2.16,20.43,19338,646776,395075,-251701,7160,2.853,33.0
SF13625,Maharashtra,Nashik,Wheat,Rabi,2.43,491.3,22.7,47.4,7.3,6.81,28.7,76.1,24.8,143.5,Drip,195.0,4.77,0.93,2.99,7.27,24371,155689,177177,21488,1145,6.349,42.1
SF13626,Punjab,Krishna,Maize,Rabi,13.47,439.1,19.5,54.5,7.0,5.7,25.9,58.2,51.9,117.2,Flood,246.6,8.88,0.7,0.97,13.07,17330,1207553,226503,-981050,9675,1.351,27.7
SF13627,Karnataka,Guntur,Rice,Rabi,11.06,359.1,22.2,49.1,7.4,5.31,24.6,138.8,76.5,59.4,Flood,100.8,5.38,0.85,0.3,3.32,20480,549703,67994,-481709,22616,0.147,30.0
SF13628,Madhya Pradesh,Guntur,Cotton,Zaid,10.53,261.1,33.1,42.5,8.6,6.96,18.3,93.3,65.1,164.7,Rainfed,198.3,5.69,0.83,0.85,8.95,68815,638873,615894,-22979,4321,2.071,34.6
SF13629,Gujarat,Nashik,Chilli,Kharif,6.55,650.4,30.2,72.9,6.6,7.95,28.7,123.2,46.0,126.3,Flood,202.7,4.07,0.65,0.44,2.88,103177,423847,297150,-126697,4450,0.647,65.1
SF13630,Karnataka,Warangal,Rice,Kharif,12.85,934.0,27.0,59.2,6.1,7.7,42.1,86.6,82.9,105.6,Flood,206.9,4.28,0.92,1.25,16.06,24483,970268,393197,-577071,27548,0.583,49.4
SF13631,Maharashtra,Nalgonda,Groundnut,Kharif,5.92,748.5,28.0,83.0,6.7,6.83,24.4,150.7,57.2,99.4,Drip,241.8,2.66,0.77,2.66,15.75,51041,346554,803896,457342,2293,6.869,58.7
SF13632,Telangana,Erode,Pulses,Rabi,10.88,281.7,16.7,60.3,5.9,5.92,16.8,104.9,63.1,120.2,Rainfed,294.2,3.07,0.67,0.34,3.7,72179,724500,267062,-457438,2437,1.518,50.2
SF13633,Madhya Pradesh,Krishna,Rice,Kharif,2.36,1136.7,25.9,71.6,7.2,6.55,16.7,57.6,61.1,154.2,Flood,164.0,2.86,0.92,2.93,6.91,22240,176694,153678,-23016,5772,1.197,71.6
SF13634,Maharashtra,Guntur,Cotton,Zaid,12.78,514.1,28.5,58.9,8.5,7.4,13.3,64.2,89.2,96.2,Flood,107.5,8.28,0.73,0.83,10.61,69795,948263,740525,-207738,12156,0.873,34.3
SF13635,Madhya Pradesh,Nashik,Rice,Zaid,14.02,80.0,32.3,46.4,9.2,5.9,29.3,117.8,92.5,90.6,Rainfed,40.0,3.91,0.7,0.94,13.18,21417,620149,282276,-337873,12057,1.093,32.0
SF13636,Karnataka,Rajkot,Sugarcane,Rabi,12.8,601.1,23.4,57.4,8.7,5.97,34.9,156.2,83.9,89.4,Flood,122.1,10.07,0.83,38.97,498.82,3768,843592,1879554,1035962,29601,16.851,42.2
SF13637,Andhra Pradesh,Nalgonda,Cotton,Zaid,14.86,250.1,28.1,56.9,8.5,6.09,13.8,152.4,63.2,127.5,Rainfed,175.1,4.71,0.8,0.83,12.33,74500,1060049,918585,-141464,6269,1.967,40.0
SF13638,Karnataka,Indore,Chilli,Rabi,9.42,318.6,21.2,71.9,7.2,7.47,26.4,97.7,64.1,150.3,Sprinkler,176.3,4.3,0.76,0.99,9.33,103731,488471,967810,479339,5618,1.661,44.4
SF13639,Telangana,Nashik,Cotton,Zaid,9.43,393.2,29.2,53.5,8.8,6.51,17.6,96.3,58.2,112.7,Drip,136.7,3.74,0.86,1.6,15.09,57694,618933,870602,251669,5435,2.776,39.4
SF13640,Gujarat,Guntur,Groundnut,Zaid,5.31,403.3,30.3,60.1,7.6,6.62,22.4,142.6,61.8,92.0,Drip,166.5,5.33,0.69,2.0,10.62,65523,408759,695854,287095,2019,5.26,37.6
SF13641,Madhya Pradesh,Warangal,Rice,Kharif,3.89,1004.3,29.2,78.4,5.7,6.89,33.4,191.2,70.5,96.8,Flood,163.2,5.89,0.99,3.64,14.16,21845,247901,309325,61424,7152,1.98,46.1
SF13642,Karnataka,Rajkot,Groundnut,Rabi,1.81,342.5,23.5,60.2,7.4,7.47,18.5,122.6,42.2,110.1,Sprinkler,122.2,6.17,0.72,0.86,1.56,52079,94482,81243,-13239,798,1.955,26.3
SF13643,Madhya Pradesh,Guntur,Rice,Rabi,11.48,258.1,26.0,59.6,9.9,7.42,27.9,130.5,35.1,111.5,Flood,235.5,2.84,0.71,1.59,18.25,18460,776519,336895,-439624,22383,0.815,36.7
SF13644,Gujarat,Indore,Groundnut,Kharif,9.96,827.5,28.5,72.5,6.1,7.6,30.4,68.4,54.7,119.9,Drip,210.4,3.6,0.91,0.66,6.57,54691,733833,359320,-374513,4145,1.585,61.3
SF13645,Punjab,Raichur,Chilli,Kharif,4.59,689.7,34.0,70.9,7.5,6.18,30.7,152.6,38.8,78.4,Drip,223.0,4.44,0.87,1.93,8.86,129256,349839,1145208,795369,2649,3.345,52.7
SF13646,Maharashtra,Erode,Wheat,Rabi,8.07,562.3,26.2,39.4,9.2,7.34,28.1,120.0,50.5,86.8,Sprinkler,282.2,0.5,0.89,2.5,20.18,22532,573160,454696,-118464,4292,4.702,52.3
SF13647,Tamil Nadu,Erode,Chilli,Kharif,10.49,891.4,28.2,70.1,7.7,6.52,30.2,123.7,49.6,78.7,Rainfed,233.9,9.74,0.65,2.1,22.03,116330,711490,2562750,1851260,3545,6.214,38.8
SF13648,Gujarat,Nashik,Groundnut,Kharif,3.82,985.6,28.7,78.2,6.9,7.93,26.7,115.6,34.3,79.8,Drip,192.4,7.4,0.78,0.3,1.15,61474,208876,70695,-138181,1849,0.622,39.4
SF13649,Madhya Pradesh,Nalgonda,Maize,Kharif,13.1,915.8,31.8,75.3,7.7,7.03,35.6,133.1,75.5,116.7,Rainfed,202.9,2.13,0.71,2.63,34.45,21283,872413,733199,-139214,3286,10.484,69.8
SF13650,Telangana,Indore,Pulses,Kharif,10.31,951.7,32.8,74.0,7.2,6.49,31.0,86.9,42.2,102.7,Drip,191.1,7.06,0.75,1.17,12.06,61558,738870,742389,3519,3590,3.359,52.1
SF13651,Telangana,Nashik,Rice,Kharif,4.37,1093.0,26.8,72.3,6.3,6.92,30.8,146.6,86.0,69.2,Sprinkler,129.6,7.01,0.87,4.23,18.49,16874,280280,312000,31720,7361,2.512,54.5
SF13652,Telangana,Nalgonda,Chilli,Rabi,4.24,560.8,22.5,62.9,6.5,5.69,21.9,114.0,71.1,146.7,Drip,238.8,3.08,0.93,0.62,2.63,98792,295412,259823,-35589,2211,1.19,45.8
SF13653,Maharashtra,Guntur,Wheat,Zaid,8.8,380.9,32.3,52.6,8.9,6.68,21.0,99.2,51.8,87.6,Sprinkler,192.2,4.97,0.72,2.3,20.24,25982,655879,525876,-130003,3759,5.384,34.3
SF13654,Telangana,Rajkot,Sugarcane,Rabi,11.36,530.6,20.7,59.6,6.3,7.01,21.9,198.6,45.3,101.7,Flood,199.2,7.51,0.81,61.04,693.41,3776,772543,2618316,1845773,22238,31.181,30.9
SF13655,Telangana,Rajkot,Pulses,Kharif,2.61,727.4,31.9,72.4,7.5,6.9,32.0,96.4,58.7,103.2,Rainfed,138.2,2.05,0.69,1.16,3.03,72898,142695,220881,78186,547,5.539,67.7
SF13656,Andhra Pradesh,Raichur,Cotton,Rabi,13.16,744.8,25.0,53.9,7.5,7.23,34.5,68.9,37.1,81.5,Flood,256.6,6.08,0.93,1.25,16.45,54182,1010434,891294,-119140,12685,1.297,38.5
SF13657,Tamil Nadu,Ludhiana,Groundnut,Kharif,13.05,,28.5,73.4,6.7,6.82,37.1,127.1,73.5,120.1,Flood,175.9,2.62,0.77,1.92,25.06,55315,679680,1386194,706514,6860,3.653,61.2
SF13658,Karnataka,Warangal,Rice,Zaid,6.0,342.1,34.1,67.0,8.6,6.41,21.6,108.8,78.9,100.2,Drip,167.8,5.74,0.92,2.58,15.48,22389,437507,346582,-90925,7745,1.999,42.1
SF13659,Tamil Nadu,Raichur,Pulses,Zaid,3.42,234.2,24.9,44.0,7.9,7.72,24.6,74.3,61.1,90.1,Flood,173.5,5.3,0.78,0.3,1.03,66723,225956,68725,-157231,1531,0.673,28.9
SF13660,Telangana,Ludhiana,Pulses,Kharif,13.13,1114.4,28.4,70.9,6.1,6.12,31.4,72.7,47.9,121.5,Flood,180.7,4.52,0.67,0.8,10.5,72084,753541,756882,3341,5000,2.1,62.7
SF13661,Punjab,Erode,Wheat,Zaid,12.97,224.7,26.7,51.3,6.5,6.79,16.9,142.0,51.5,117.9,Flood,185.7,4.64,0.78,2.5,32.43,25531,1006857,827970,-178887,9304,3.486,37.4
SF13662,Tamil Nadu,Erode,Maize,Rabi,13.82,478.9,28.3,47.8,8.4,6.53,30.8,143.7,41.5,127.8,Flood,150.4,3.51,0.81,4.13,57.08,21651,771682,1235839,464157,10546,5.412,49.1
SF13663,Maharashtra,Indore,Wheat,Rabi,2.35,481.6,27.4,53.3,7.5,6.26,29.6,120.8,54.0,106.7,Rainfed,200.8,3.9,0.7,2.18,5.12,25450,177056,130304,-46752,716,7.151,34.1
SF13664,Madhya Pradesh,Krishna,Maize,Zaid,7.55,80.0,32.7,54.1,6.2,6.92,14.6,151.9,48.4,112.9,Rainfed,194.8,3.6,0.73,2.13,16.08,19351,403695,311164,-92531,2505,6.419,41.7
SF13665,Madhya Pradesh,Krishna,Maize,Rabi,12.16,341.4,26.6,62.5,6.7,7.64,26.0,140.8,15.0,83.5,Drip,249.7,6.65,0.84,1.17,14.23,25764,945402,366622,-578780,7302,1.949,20.8
SF13666,Karnataka,Rajkot,Wheat,Kharif,1.38,532.2,27.9,85.6,9.5,7.35,25.0,162.8,68.4,101.9,Drip,249.2,4.18,0.67,2.94,4.06,23159,86841,94026,7185,695,5.842,50.4
SF13667,Punjab,Nashik,Pulses,Zaid,5.57,402.0,30.6,51.6,8.0,7.4,16.4,108.4,46.1,108.4,Flood,237.0,6.05,0.74,0.61,3.4,69510,390429,236334,-154095,2399,1.417,40.3
SF13668,Telangana,Erode,Wheat,Rabi,1.93,,24.8,68.7,8.4,7.49,23.7,150.4,33.9,159.4,Sprinkler,123.1,6.92,0.87,1.44,2.78,25999,132805,72277,-60528,1026,2.71,33.7
SF13669,Madhya Pradesh,Indore,Sugarcane,Rabi,1.94,598.1,28.3,54.3,8.6,6.94,16.8,145.2,53.0,107.6,Rainfed,121.9,8.44,0.8,69.95,135.7,3610,114465,489877,375412,1932,70.238,40.4
SF13670,Maharashtra,Indore,Pulses,Rabi,1.22,327.2,20.7,53.6,6.2,7.12,23.8,121.5,59.1,100.4,Sprinkler,106.3,8.68,0.66,0.88,1.07,68439,75969,73230,-2739,478,2.238,21.5
SF13671,Gujarat,Nalgonda,Wheat,Kharif,2.95,650.0,32.6,57.6,6.0,5.23,36.6,125.6,76.2,80.4,Rainfed,192.3,8.2,0.72,0.3,0.88,20480,185571,18022,-167549,774,1.137,47.5
SF13672,Punjab,Nashik,Pulses,Rabi,1.86,390.4,22.4,48.2,7.1,6.14,26.1,100.1,34.1,68.5,Flood,198.0,5.93,0.83,0.66,1.23,72468,144240,89136,-55104,832,1.478,23.2
SF13673,Andhra Pradesh,Nalgonda,Maize,Rabi,14.06,470.4,21.1,52.9,6.7,6.9,18.1,111.9,54.8,93.3,Flood,120.1,6.4,0.83,3.96,55.68,20181,799347,1123678,324331,11253,4.948,34.3
SF13674,Madhya Pradesh,Warangal,Sugarcane,Kharif,4.99,890.1,28.6,66.5,5.6,7.0,34.6,111.3,31.6,80.8,Flood,153.5,1.45,0.87,61.12,304.99,3576,233565,1090644,857079,9991,30.526,62.2
SF13675,Madhya Pradesh,Ludhiana,Pulses,Kharif,12.65,753.6,28.1,74.5,9.2,6.13,24.8,152.8,39.6,103.7,Drip,200.2,5.74,0.8,1.27,16.07,65662,750207,1055188,304981,4182,3.843,55.2
SF13676,Punjab,Ludhiana,Sugarcane,Zaid,7.16,80.0,29.6,56.8,8.0,8.14,12.9,40.0,48.2,106.1,Flood,193.4,3.55,0.69,3.09,22.12,3782,480099,83658,-396441,17590,1.258,32.5
SF13677,Madhya Pradesh,Nalgonda,Cotton,Rabi,13.03,633.7,26.3,53.1,7.8,7.45,26.5,146.0,56.5,118.7,Rainfed,129.9,6.01,0.99,1.02,13.29,62913,786581,836114,49533,5077,2.618,27.9
SF13678,Gujarat,Ludhiana,Rice,Zaid,5.63,143.5,31.0,46.2,8.4,7.11,18.1,95.6,53.4,97.4,Drip,164.3,5.36,0.8,1.57,8.84,23476,390389,207528,-182861,7060,1.252,34.3
SF13679,Tamil Nadu,Guntur,Maize,Kharif,7.53,991.1,28.5,86.4,5.7,7.58,36.1,117.8,46.1,93.3,Rainfed,130.6,5.59,0.7,1.61,12.12,21610,417711,261913,-155798,2191,5.532,61.7
SF13680,Gujarat,Nalgonda,Wheat,Kharif,2.42,1155.7,30.6,73.4,6.3,7.18,29.0,102.0,87.4,147.9,Sprinkler,218.9,8.06,0.77,2.0,4.84,23766,160924,115027,-45897,1161,4.169,48.6
SF13681,Maharashtra,Ludhiana,Maize,Rabi,10.07,446.8,21.7,62.7,7.0,6.62,26.7,115.1,69.4,124.0,Sprinkler,222.5,5.16,0.98,4.19,42.19,19278,837110,813339,-23771,4261,9.901,41.2
SF13682,Maharashtra,Krishna,Pulses,Rabi,2.6,489.9,23.1,74.5,6.7,7.11,23.7,117.5,67.7,42.5,Rainfed,189.0,3.66,0.89,0.97,2.52,68818,160278,173421,13143,613,4.111,48.7
SF13683,Telangana,Warangal,Maize,Kharif,6.22,933.4,26.7,71.6,7.3,5.21,27.2,95.2,50.0,76.3,Drip,99.1,3.63,0.78,0.3,1.87,20598,355638,38518,-317120,2739,0.683,48.8
SF13684,Telangana,Ludhiana,Chilli,Kharif,13.48,596.5,28.3,68.8,7.0,6.98,26.6,87.2,43.8,117.5,Flood,229.2,4.96,0.93,2.61,35.18,115429,1027679,4060792,3033113,10363,3.395,49.8
SF13685,Gujarat,Rajkot,Wheat,Rabi,9.99,487.4,21.6,57.0,6.8,7.1,34.7,162.2,48.8,131.3,Drip,170.2,5.18,0.82,2.7,26.97,20937,539716,564671,24955,4729,5.703,47.8
SF13686,Tamil Nadu,Ludhiana,Pulses,Kharif,5.23,723.4,25.5,74.2,7.4,7.52,31.5,74.7,50.0,119.2,Sprinkler,159.7,6.26,0.8,0.6,3.14,58683,324274,184265,-140009,1603,1.959,48.7
SF13687,Tamil Nadu,Nashik,Wheat,Kharif,14.24,1005.9,27.9,68.1,7.2,6.81,29.5,111.8,42.6,49.9,Rainfed,222.4,2.23,0.8,2.36,33.61,22162,962398,744865,-217533,4375,7.682,54.6
SF13688,Madhya Pradesh,Krishna,Groundnut,Rabi,4.29,710.6,20.6,61.6,7.2,6.25,33.7,200.8,67.7,122.3,Flood,200.5,5.79,0.82,1.61,6.91,59407,327060,410502,83442,2688,2.571,46.5
SF13689,Madhya Pradesh,Krishna,Pulses,Rabi,8.74,484.7,22.2,56.5,7.8,6.96,20.8,136.9,28.5,50.6,Sprinkler,153.7,3.47,0.73,0.9,7.87,74245,546227,584308,38081,3437,2.29,60.8
SF13690,Gujarat,Raichur,Maize,Kharif,10.92,582.8,28.3,72.3,5.8,7.37,35.4,90.9,60.9,57.2,Drip,198.6,4.15,0.81,2.97,32.43,19887,730482,644935,-85547,5274,6.149,47.3
SF13691,Gujarat,Krishna,Cotton,Rabi,1.78,646.7,25.3,52.8,6.9,6.86,35.1,114.2,59.5,139.9,Sprinkler,236.9,3.46,0.67,1.94,3.45,48963,124602,168922,44320,1406,2.454,41.4
SF13692,Punjab,Indore,Chilli,Rabi,1.5,506.1,22.2,58.9,7.8,5.61,28.2,188.2,55.8,103.8,Drip,278.9,5.76,0.92,0.73,1.1,96598,101665,106258,4593,721,1.526,33.7
SF13693,Telangana,Indore,Wheat,Zaid,8.95,80.0,28.3,56.2,9.1,7.27,16.7,132.5,40.7,92.2,Rainfed,203.1,4.14,0.92,1.11,9.93,25076,637139,249005,-388134,2921,3.4,34.2
SF13694,Punjab,Erode,Maize,Rabi,9.28,281.2,26.8,61.1,6.8,6.83,26.7,128.8,30.7,76.3,Rainfed,243.3,3.73,0.92,3.0,27.84,21718,672796,604629,-68167,2980,9.342,49.6
SF13695,Tamil Nadu,Krishna,Groundnut,Kharif,5.63,689.6,23.2,74.7,7.8,7.48,26.3,169.4,70.8,107.7,Sprinkler,201.8,2.93,0.92,1.04,5.86,53589,341046,314032,-27014,2652,2.21,54.0
SF13696,Maharashtra,Nashik,Sugarcane,Rabi,8.82,854.8,20.8,45.4,9.4,7.76,21.4,110.7,32.5,72.9,Flood,207.6,4.4,0.86,13.65,120.39,3306,666793,398009,-268784,21048,5.72,50.0
SF13697,Maharashtra,Ludhiana,Groundnut,Rabi,13.92,,23.8,55.3,7.3,6.39,26.2,113.6,74.7,124.6,Rainfed,125.8,6.61,0.8,1.8,25.06,49864,762454,1249592,487138,4317,5.805,28.8
SF13698,Telangana,Indore,Maize,Kharif,12.28,975.5,27.8,63.2,7.5,6.88,26.0,56.4,65.6,87.0,Rainfed,186.8,2.93,0.84,3.36,41.26,19624,854741,809686,-45055,4209,9.803,69.0
SF13699,Maharashtra,Ludhiana,Wheat,Rabi,3.18,546.1,25.7,72.0,7.5,7.07,30.1,129.4,51.0,81.8,Rainfed,215.2,2.13,0.78,2.82,8.97,24213,236503,217191,-19312,1005,8.925,53.8
SF13700,Madhya Pradesh,Ludhiana,Maize,Kharif,1.76,1160.0,31.2,72.2,7.2,5.65,25.4,137.5,61.0,137.4,Sprinkler,240.4,5.83,0.82,0.68,1.2,23373,135667,28048,-107619,922,1.302,59.0
SF13701,Andhra Pradesh,Rajkot,Cotton,Kharif,9.09,687.4,28.2,72.6,7.3,6.69,24.7,113.5,47.3,49.4,Flood,179.2,4.22,0.66,2.04,18.54,62499,589126,1158731,569605,9866,1.879,53.2
SF13702,Tamil Nadu,Nashik,Pulses,Kharif,13.46,991.6,27.2,73.1,8.4,7.58,40.2,117.7,36.0,128.9,Rainfed,312.5,5.03,0.99,0.47,6.33,72132,1147428,456596,-690832,2546,2.486,60.6
SF13703,Madhya Pradesh,Warangal,Maize,Rabi,8.48,266.8,21.6,59.8,7.9,6.85,22.4,125.0,68.0,54.1,Rainfed,266.8,7.68,0.85,2.38,20.18,23782,623018,479921,-143097,3035,6.649,31.8
SF13704,Telangana,Warangal,Chilli,Kharif,10.06,839.5,25.1,67.1,5.5,5.34,27.6,123.1,55.8,133.0,Drip,271.6,8.89,0.95,0.3,3.02,93434,847520,282171,-565349,5424,0.557,33.5
SF13705,Tamil Nadu,Ludhiana,Wheat,Kharif,10.29,817.1,24.5,85.5,7.0,7.2,33.5,90.2,47.9,101.1,Flood,234.5,4.38,0.76,2.61,26.86,24053,569163,646064,76901,7892,3.403,58.3
SF13706,Punjab,Erode,Maize,Rabi,9.74,432.9,25.2,57.9,7.8,7.26,24.1,126.2,37.1,102.7,Sprinkler,161.7,5.15,0.99,2.26,22.01,20907,636698,460163,-176535,4349,5.061,37.5
SF13707,Karnataka,Nashik,Rice,Rabi,12.74,737.1,24.2,51.5,7.0,5.94,21.4,161.6,46.6,143.5,Sprinkler,157.3,4.19,0.97,2.0,25.48,20717,808043,527869,-280174,18891,1.349,47.7
SF13708,Telangana,Erode,Maize,Rabi,13.07,117.5,22.7,63.6,7.1,6.94,13.8,58.3,97.2,142.4,Flood,134.8,5.19,0.99,2.39,31.24,18965,782003,592467,-189536,10931,2.858,43.1
SF13709,Tamil Nadu,Raichur,Sugarcane,Rabi,10.27,668.1,24.6,72.6,6.6,6.43,25.5,88.7,80.7,39.2,Rainfed,137.7,3.92,0.8,61.02,626.68,3114,596534,1951482,1354948,8318,75.34,59.5
SF13710,Gujarat,Ludhiana,Pulses,Kharif,4.82,1021.3,28.3,77.2,6.2,8.19,41.1,169.2,46.8,121.6,Flood,227.2,7.34,0.68,0.3,1.45,64793,376224,93950,-282274,2149,0.675,46.5
SF13711,Telangana,Krishna,Wheat,Kharif,2.61,1086.6,28.6,65.9,6.8,7.76,,68.6,88.3,101.5,Rainfed,99.1,4.31,0.77,0.53,1.38,25298,158833,34911,-123922,822,1.679,64.9
SF13712,Madhya Pradesh,Guntur,Sugarcane,Zaid,1.41,391.0,35.0,46.5,10.7,6.81,14.5,106.1,85.3,108.3,Sprinkler,239.0,4.89,0.82,45.29,63.86,3452,107264,220445,113181,2240,28.509,40.7
SF13713,Madhya Pradesh,Nalgonda,Wheat,Kharif,13.38,463.6,26.5,75.0,5.5,6.18,44.3,129.2,66.5,44.5,Flood,161.9,6.74,0.72,2.28,30.51,24064,978322,734193,-244129,8951,3.409,32.1
SF13714,Telangana,Nalgonda,Chilli,Kharif,4.3,386.8,29.2,84.4,6.8,5.99,31.7,121.9,67.9,154.5,Flood,280.2,3.82,0.68,1.25,5.38,101613,269252,546678,277426,3259,1.651,57.9
SF13715,Punjab,Ludhiana,Chilli,Zaid,14.09,109.4,32.0,49.0,7.1,7.89,24.5,107.6,66.1,87.6,Drip,146.0,4.11,0.75,0.3,4.23,96116,900733,406571,-494162,7232,0.585,34.6
SF13716,Madhya Pradesh,Guntur,Wheat,Kharif,3.06,898.5,27.9,69.8,6.2,6.78,37.4,130.5,68.4,30.0,Flood,277.1,7.18,0.7,3.71,11.35,25563,221696,290140,68444,2310,4.913,45.1
SF13717,Gujarat,Rajkot,Chilli,Kharif,8.81,882.2,26.6,76.4,6.3,7.04,32.7,102.7,51.2,63.9,Drip,244.0,6.87,0.86,2.47,21.76,88929,584497,1935095,1350598,4574,4.757,47.9
SF13718,Telangana,Ludhiana,Cotton,Kharif,4.74,634.9,29.3,66.1,6.5,7.08,30.9,107.9,49.9,131.2,Flood,163.8,3.42,0.74,1.72,8.15,79579,323569,648569,325000,4562,1.786,52.4
SF13719,Maharashtra,Warangal,Wheat,Kharif,12.68,931.2,28.2,74.5,6.2,6.2,35.9,127.0,53.2,90.3,Sprinkler,160.2,4.42,0.91,2.3,29.16,25863,793339,754165,-39174,5934,4.914,66.3
SF13720,Andhra Pradesh,Raichur,Maize,Rabi,3.12,356.9,21.4,57.3,7.3,5.79,25.2,109.5,63.9,99.3,Rainfed,266.6,1.94,0.71,1.27,3.96,22789,255532,90244,-165288,1122,3.529,44.1
SF13721,Andhra Pradesh,Guntur,Wheat,Kharif,9.17,741.3,28.5,74.3,6.2,7.28,18.2,114.0,51.6,115.2,Rainfed,80.6,5.96,0.89,2.01,18.43,24972,513313,460234,-53079,2601,7.086,39.2
SF13722,Madhya Pradesh,Erode,Maize,Kharif,1.99,725.2,23.6,76.8,5.4,6.76,37.7,159.9,58.2,115.7,Sprinkler,197.0,3.81,0.67,5.15,10.25,20143,138101,206466,68365,1235,8.3,59.0
SF13723,Punjab,Rajkot,Chilli,Rabi,2.84,359.2,26.4,54.0,7.4,5.2,24.2,123.0,39.5,61.0,Flood,150.7,3.86,0.73,0.3,0.85,102848,195903,87421,-108482,2435,0.349,46.5
SF13724,Gujarat,Ludhiana,Cotton,Rabi,7.03,525.8,23.7,59.9,6.8,7.5,31.7,75.6,51.5,142.6,Flood,245.9,3.46,0.91,0.67,4.71,58979,509034,277791,-231243,7563,0.623,52.6
SF13725,Punjab,Krishna,Wheat,Rabi,10.22,591.5,25.9,53.3,7.3,6.65,18.4,89.1,31.4,115.8,Flood,131.7,5.68,0.96,3.33,34.03,24707,771339,840779,69440,7440,4.574,38.7
